,MONTH2,DAY2,STOP_WAS_INITIATED,ISSUING_OFFICER_RANK,SUPERVISING_OFFICER_RANK,SUPERVISING_ACTION_CORRESPONDING_ACTIVITY_LOG_ENTRY_REVIEWED,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME,age_bin
3296,April,Monday,Based on Self Initiated,POM,SGT,Y,Housing,2,CRIMINAL TRESPASS,4,Y,N,Y,CRIMINAL TRESPASS,N,Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),MALE,BLACK,5.8,225.0,HEA,BRO,BLK,26,C,PBMN,MANHATTAN,over_30
3297,April,Monday,Based on Radio Run,POM,SGT,Y,Housing,1,CPW,8,Y,N,N,(null),N,N,(null),S,V,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,6.0,180.0,MED,BRO,BLK,26,C,PBMN,MANHATTAN,over_30
3298,April,Monday,Based on C/W on Scene,POM,SGT,N,(null),5,OTHER,10,Y,N,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,BLACK HISPANIC,5.2,160.0,MED,BRO,BLK,34,D,PBMN,MANHATTAN,18_30
3299,April,Monday,Based on C/W on Scene,POM,SGT,Y,PSB,1,CPW,10,Y,N,N,(null),Y,Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),Y,(null),MALE,BLACK,5.1,150.0,MED,BRO,BLK,40,B,PBBX,BRONX,18_30
3300,April,Monday,Based on Radio Run,POM,SGT,Y,(null),0,CRIMINAL POSSESSION OF MARIHUANA,5,Y,N,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,5.9,220.0,MED,BRO,BRO,48,D,PBBX,BRONX,18_30
3301,April,Monday,Based on Radio Run,POM,SGT,Y,PSB,1,ROBBERY,15,Y,N,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,WHITE HISPANIC,5.7,145.0,THN,BRO,BRO,52,D,PBBX,BRONX,0_17
3302,April,Monday,Based on Radio Run,POM,SGT,Y,PSB,1,CPW,20,Y,N,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.9,150.0,THN,BRO,BLK,60,D,PBBS,BROOKLYN,18_30
3303,April,Monday,Based on C/W on Scene,POF,SGT,Y,PSB,2,CPW,10,Y,Y,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,6.0,190.0,THN,BRO,BLK,63,C,PBBS,BROOKLYN,over_30
3304,April,Monday,Based on Self Initiated,POM,SGT,Y,PSB,1,GRAND LARCENY,5,Y,N,Y,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,N,N,(null),S,V,N,Y,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),MALE,WHITE HISPANIC,5.6,180.0,HEA,BRO,BLK,76,D,PBBS,BROOKLYN,over_30
3305,April,Monday,Based on C/W on Scene,POM,SGT,Y,Transit,1,ASSAULT,15,Y,N,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),Y,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,WHITE HISPANIC,5.4,120.0,THN,BRO,BLK,78,C,PBBS,BROOKLYN,over_30
3306,April,Monday,Based on Radio Run,POF,SGT,Y,PSB,0,CRIMINAL MISCHIEF,5,Y,N,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,WHITE,5.1,180.0,MED,BRO,BRO,83,D,PBBN,BROOKLYN,18_30
3307,April,Monday,Based on C/W on Scene,POM,SGT,Y,PSB,2,GRAND LARCENY,90,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,ASIAN / PACIFIC ISLANDER,5.8,150.0,THN,BRO,BLK,102,D,PBQS,QUEENS,18_30
3308,April,Monday,Based on C/W on Scene,POM,SGT,Y,PSB,2,GRAND LARCENY,90,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK HISPANIC,5.7,145.0,THN,BRO,BLK,102,D,PBQS,QUEENS,18_30
3309,April,Monday,Based on C/W on Scene,POM,SGT,Y,PSB,2,GRAND LARCENY,90,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.1,180.0,MED,BRO,BLK,102,D,PBQS,QUEENS,18_30
3310,April,Monday,Based on C/W on Scene,POM,SGT,Y,PSB,2,GRAND LARCENY,90,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,WHITE HISPANIC,5.8,160.0,THN,BRO,BLK,102,D,PBQS,QUEENS,18_30
3311,April,Monday,Based on C/W on Scene,POM,SGT,Y,PSB,2,GRAND LARCENY,90,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,6.1,160.0,THN,BRO,BLK,102,D,PBQS,QUEENS,18_30
3312,April,Monday,Based on Radio Run,POM,LT,Y,PSB,0,BURGLARY,15,Y,Y,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,5.1,180.0,MED,BRO,BLK,103,C,PBQS,QUEENS,over_30
3313,April,Monday,Based on Radio Run,POM,LT,Y,PSB,0,BURGLARY,15,Y,Y,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,5.1,180.0,MED,BRO,BLK,103,C,PBQS,QUEENS,over_30
3314,April,Monday,Based on Radio Run,POM,LT,Y,PSB,0,BURGLARY,15,Y,Y,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,5.1,180.0,MED,BRO,BLK,103,C,PBQS,QUEENS,over_30
3315,April,Monday,Based on Radio Run,POF,SGT,Y,PSB,20,BURGLARY,15,Y,N,N,(null),N,Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),MALE,BLACK,5.6,220.0,MED,BRO,BLK,105,D,PBQS,QUEENS,over_30
3316,April,Monday,Based on Radio Run,POM,SGT,Y,(null),1,CPW,1,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,WHITE,5.9,190.0,MED,BRO,BLK,107,A,PBQS,QUEENS,18_30
3317,April,Monday,Based on Self Initiated,POM,SGT,Y,(null),2,CPW,16,Y,Y,N,(null),N,N,(null),S,V,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.8,180.0,THN,BRO,BLK,113,D,PBQS,QUEENS,18_30
3318,April,Monday,Based on Self Initiated,POM,SGT,Y,(null),2,CPW,16,Y,Y,N,(null),N,N,(null),S,V,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.9,170.0,THN,BRO,BLD,113,D,PBQS,QUEENS,over_30
3320,April,Monday,Based on Radio Run,POM,SGT,Y,PSB,0,ASSAULT,2,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,WHITE,5.9,180.0,HEA,BRO,BRO,113,A,PBQS,QUEENS,18_30
3321,April,Monday,Based on Self Initiated,POM,SGT,Y,Housing,1,CPW,5,Y,N,Y,CPW,N,N,(null),(null),V,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),Y,(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,BLACK HISPANIC,5.8,150.0,THN,BRO,BLK,114,D,PBQN,QUEENS,0_17
3322,April,Monday,Based on Self Initiated,POM,SGT,Y,PSB,0,BURGLARY,14,Y,N,Y,BURGLARY,N,Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),MALE,WHITE HISPANIC,5.11,180.0,MED,BRO,BRO,115,D,PBQN,QUEENS,18_30
3323,April,Monday,Based on Radio Run,POM,SGT,Y,Housing,1,CPW,5,Y,N,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK HISPANIC,6.1,170.0,MED,BLK,BLK,122,C,PBSI,STATEN ISLAND,18_30
3324,April,Tuesday,Based on Radio Run,POF,SGT,Y,PSB,0,ASSAULT,51,Y,N,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),FEMALE,BLACK,5.5,141.0,THN,BRO,BLK,13,F,PBMS,MANHATTAN,over_30
3325,April,Tuesday,Based on Radio Run,POM,SGT,Y,Housing,1,CPW,9,Y,N,N,(null),N,N,(null),S,(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,Y,(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),MALE,WHITE HISPANIC,6.1,170.0,THN,BLK,BLK,23,D,PBMN,MANHATTAN,18_30
3326,April,Tuesday,Based on Radio Run,POM,LT,Y,(null),0,ROBBERY,15,Y,N,Y,ROBBERY,N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),Y,Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),MALE,BLACK,5.9,170.0,U,BRO,BLD,24,B,PBMN,MANHATTAN,over_30
3327,April,Tuesday,Based on Radio Run,POM,SGT,Y,PSB,0,PETIT LARCENY,20,Y,N,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.11,160.0,THN,BLK,BLK,26,C,PBMN,MANHATTAN,0_17
3328,April,Tuesday,Based on Self Initiated,POM,SGT,Y,Housing,1,CPW,2,Y,N,N,(null),N,N,(null),S,(null),Y,N,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.9,230.0,HEA,BRO,BLK,26,A,PBMN,MANHATTAN,over_30
3329,April,Tuesday,Based on Radio Run,POM,SGT,Y,Housing,1,ASSAULT,8,Y,N,N,(null),N,N,(null),S,V,Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,WHITE HISPANIC,5.7,160.0,THN,BRO,BLK,34,C,PBMN,MANHATTAN,unknown
3330,April,Tuesday,Based on Radio Run,POM,SGT,Y,(null),2,BURGLARY,10,Y,N,Y,BURGLARY,N,N,(null),S,V,Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,WHITE HISPANIC,5.6,160.0,THN,BRO,BLK,34,A,PBMN,MANHATTAN,18_30
3331,April,Tuesday,Based on Self Initiated,POM,SGT,Y,(null),2,CRIMINAL POSSESSION OF MARIHUANA,5,Y,N,N,(null),N,N,(null),S,V,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),WHITE HISPANIC,5.3,135.0,MED,BRO,BLK,34,C,PBMN,MANHATTAN,18_30
3332,April,Tuesday,Based on Radio Run,POM,LT,Y,(null),1,GRAND LARCENY AUTO,8,Y,N,Y,GRAND LARCENY AUTO,N,Y,(null),(null),(null),N,Y,Y,(null),Y,(null),Y,(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),MALE,WHITE HISPANIC,5.11,175.0,THN,BRO,BLK,44,D,PBBX,BRONX,over_30
3333,April,Tuesday,Based on Radio Run,POM,SGT,Y,Housing,1,BURGLARY,10,Y,Y,N,(null),N,Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),Y,(null),(null),(null),MALE,BLACK,6.1,170.0,THN,(null),BLK,45,A,PBBX,BRONX,18_30
3334,April,Tuesday,Based on Radio Run,POM,SGT,N,Housing,1,BURGLARY,9,Y,N,N,(null),N,N,(null),S,V,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,5.11,160.0,THN,BRO,BLK,45,A,PBBX,BRONX,18_30
3335,April,Tuesday,Based on Radio Run,POM,SGT,Y,PSB,1,CPW,3,Y,N,Y,CPW,N,N,(null),S,V,Y,Y,N,(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),Y,Y,(null),(null),(null),(null),Y,(null),MALE,BLACK HISPANIC,5.9,140.0,THN,BRO,BRO,46,D,PBBX,BRONX,0_17
3336,April,Tuesday,Based on C/W on Scene,POF,SGT,Y,PSB,1,PETIT LARCENY,5,Y,N,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,WHITE HISPANIC,5.5,150.0,MED,BRO,XXX,61,A,PBBS,BROOKLYN,18_30
3338,April,Tuesday,Based on Radio Run,POM,SGT,Y,(null),1,CPW,5,Y,N,N,(null),N,N,(null),S,(null),Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),MALE,BLACK,5.11,200.0,MED,BRO,BLK,63,D,PBBS,BROOKLYN,over_30
3339,April,Tuesday,Based on Radio Run,POM,SGT,Y,PSB,2,BURGLARY,10,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,WHITE,5.11,170.0,THN,BRO,BLK,66,B,PBBS,BROOKLYN,18_30
3340,April,Tuesday,Based on Radio Run,POF,SGT,Y,(null),2,BURGLARY,10,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,WHITE,6.1,250.0,HEA,BRO,BRO,66,B,PBBS,BROOKLYN,over_30
3341,April,Tuesday,Based on Radio Run,POM,SGT,Y,PSB,1,CPW,5,Y,N,Y,CPW,N,N,(null),S,V,Y,Y,Y,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),MALE,BLACK,5.2,155.0,THN,BRO,BLK,70,D,PBBS,BROOKLYN,over_30
3342,April,Tuesday,Based on Self Initiated,POM,SGT,Y,PSB,0,CPW,5,Y,N,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,6.0,210.0,MED,BRO,BLK,71,B,PBBS,BROOKLYN,over_30
3343,April,Tuesday,Based on Radio Run,POM,SGT,Y,(null),1,MENACING,5,Y,N,Y,MENACING,N,Y,(null),(null),(null),Y,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),FEMALE,BLACK,5.6,140.0,THN,BRO,BLK,72,C,PBBS,BROOKLYN,18_30
3344,April,Tuesday,Based on Self Initiated,POM,LSA,Y,(null),1,CPW,1,Y,N,N,(null),N,N,(null),S,V,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,6.0,170.0,THN,BRO,BLD,73,D,PBBN,BROOKLYN,18_30
3345,April,Tuesday,Based on Radio Run,POM,SGT,Y,Transit,0,CPW,15,Y,N,N,(null),N,Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),MALE,BLACK,5.11,175.0,MED,BRO,BLK,75,C,PBBN,BROOKLYN,18_30
3346,April,Tuesday,Based on Radio Run,POM,SGT,Y,Transit,0,ROBBERY,20,Y,N,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,6.2,185.0,THN,BRO,BLK,75,A,PBBN,BROOKLYN,over_30
3348,April,Tuesday,Based on Radio Run,POM,SGT,Y,Transit,1,FORCIBLE TOUCHING,20,Y,N,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.11,180.0,THN,BRO,BLK,84,A,PBBN,BROOKLYN,18_30
3349,April,Tuesday,Based on Radio Run,POM,LT,Y,PSB,5,MENACING,5,Y,Y,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,WHITE HISPANIC,5.7,150.0,MED,BLK,BRO,104,F,PBQN,QUEENS,0_17
3350,April,Tuesday,Based on Self Initiated,POM,SGT,Y,Housing,1,CRIMINAL TRESPASS,5,Y,N,Y,CRIMINAL TRESPASS,N,N,(null),S,V,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),FEMALE,WHITE HISPANIC,5.4,120.0,MED,BRO,BRO,114,D,PBQN,QUEENS,18_30
3351,April,Tuesday,Based on Radio Run,POM,SGT,Y,Housing,1,ROBBERY,5,Y,N,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,WHITE HISPANIC,5.6,180.0,MED,BRO,BLK,120,A,PBSI,STATEN ISLAND,18_30
3352,April,Wednesday,Based on Self Initiated,POM,SGT,Y,Housing,1,ROBBERY,2,Y,N,N,(null),N,N,(null),S,V,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK HISPANIC,6.0,170.0,THN,BRO,BRO,5,A,PBMS,MANHATTAN,unknown
3353,April,Wednesday,Based on Radio Run,POM,SGT,Y,(null),3,ASSAULT,5,Y,N,Y,ASSAULT,N,Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),MALE,BLACK,5.9,140.0,THN,BRO,BRO,6,A,PBMS,MANHATTAN,18_30
3354,April,Wednesday,Based on Radio Run,POM,SGT,Y,(null),6,CRIMINAL TRESPASS,12,Y,N,Y,CRIMINAL TRESPASS,N,Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),MALE,BLACK,5.6,170.0,THN,BRO,BLK,13,H,PBMS,MANHATTAN,over_30
3355,April,Wednesday,Based on Radio Run,POM,LT,Y,(null),1,ASSAULT,6,Y,N,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,5.3,120.0,THN,BRO,BLK,22,E,PBMN,MANHATTAN,0_17
3356,April,Wednesday,Based on Self Initiated,POM,SGT,Y,(null),1,CPW,4,Y,N,Y,CPW,N,N,(null),S,V,Y,Y,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),Y,MALE,WHITE HISPANIC,5.5,150.0,MED,BLK,BLD,25,B,PBMN,MANHATTAN,over_30
3357,April,Wednesday,Based on Self Initiated,POM,SGT,Y,Housing,1,CRIMINAL TRESPASS,1,Y,N,Y,CRIMINAL TRESPASS,N,Y,(null),(null),(null),N,Y,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),FEMALE,WHITE HISPANIC,5.6,130.0,THN,BRO,BRO,26,A,PBMN,MANHATTAN,over_30
