,MONTH2,DAY2,STOP_WAS_INITIATED,ISSUING_OFFICER_RANK,SUPERVISING_OFFICER_RANK,SUPERVISING_ACTION_CORRESPONDING_ACTIVITY_LOG_ENTRY_REVIEWED,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME,age_bin
7655,September,Sunday,Based on Radio Run,POM,SGT,Y,PSB,1,PETIT LARCENY,13,Y,Y,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,5.11,165.0,THN,(null),BLK,24,B,PBMN,MANHATTAN,over_30
7656,September,Sunday,Based on Radio Run,POM,SGT,Y,PSB,1,PETIT LARCENY,13,Y,Y,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,5.1,150.0,THN,(null),BLK,24,B,PBMN,MANHATTAN,over_30
7657,September,Sunday,Based on Self Initiated,POM,SGT,Y,PSB,2,PROSTITUTION,5,Y,N,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),(null),MALE,WHITE,5.1,160.0,THN,BRO,BLN,25,B,PBMN,MANHATTAN,over_30
7658,September,Sunday,Based on Self Initiated,POM,SGT,N,PSB,1,GRAND LARCENY AUTO,1,Y,N,Y,GRAND LARCENY AUTO,N,Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),MALE,WHITE HISPANIC,5.11,150.0,THN,BRO,BRO,33,C,PBMN,MANHATTAN,0_17
7659,September,Sunday,Based on Radio Run,POM,SGT,Y,PSB,1,CPW,10,Y,N,N,(null),N,N,(null),S,V,Y,N,N,(null),(null),Y,Y,(null),Y,(null),(null),(null),(null),Y,Y,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,WHITE HISPANIC,5.3,140.0,MED,BRO,BLK,34,C,PBMN,MANHATTAN,18_30
7660,September,Sunday,Based on Radio Run,POF,SGT,Y,(null),1,CPW,10,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,6.0,165.0,U,BRO,BLK,40,A,PBBX,BRONX,18_30
7661,September,Sunday,Based on Radio Run,POF,SGT,Y,(null),1,CPW,10,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,6.0,185.0,U,BRO,BLK,40,A,PBBX,BRONX,18_30
7662,September,Sunday,Based on Radio Run,POM,SGT,Y,PSB,1,CPW,10,Y,Y,N,(null),N,Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),MALE,BLACK,6.0,115.0,THN,BRO,BLK,40,A,PBBX,BRONX,18_30
7663,September,Sunday,Based on Radio Run,POM,SGT,Y,(null),5,ROBBERY,10,Y,N,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),MALE,BLACK HISPANIC,6.0,200.0,HEA,BRO,XXX,41,B,PBBX,BRONX,18_30
7664,September,Sunday,Based on Self Initiated,DTS,LT,Y,PSB,5,BURGLARY,6,Y,N,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),MALE,WHITE HISPANIC,5.7,180.0,MED,BRO,BLK,46,A,PBBX,BRONX,over_30
7665,September,Sunday,Based on Self Initiated,POM,LT,Y,(null),1,MENACING,10,Y,N,N,(null),N,Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),MALE,BLACK HISPANIC,5.6,160.0,THN,BRO,BLK,46,B,PBBX,BRONX,18_30
7666,September,Sunday,Based on Radio Run,POF,SGT,Y,PSB,2,ASSAULT,20,Y,N,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FEMALE,BLACK,5.2,250.0,HEA,BRO,BLK,47,A,PBBX,BRONX,unknown
7667,September,Sunday,Based on Self Initiated,POM,LT,Y,PSB,1,ASSAULT,18,Y,Y,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK HISPANIC,5.8,160.0,MED,BLK,BLK,52,B,PBBX,BRONX,18_30
7668,September,Sunday,Based on Self Initiated,POM,LT,Y,PSB,1,ASSAULT,18,Y,Y,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,WHITE HISPANIC,5.9,160.0,THN,BLK,BLK,52,B,PBBX,BRONX,18_30
7669,September,Sunday,Based on Radio Run,POM,LT,Y,(null),1,ASSAULT,20,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,WHITE HISPANIC,6.0,180.0,MED,BRO,BLK,52,D,PBBX,BRONX,18_30
7670,September,Sunday,Based on Radio Run,POM,LT,Y,(null),1,ASSAULT,20,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,BLACK HISPANIC,5.1,180.0,U,BRO,BLK,52,B,PBBX,BRONX,18_30
7671,September,Sunday,Based on Radio Run,POM,LT,Y,(null),1,ASSAULT,20,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK HISPANIC,5.9,220.0,U,BRO,BLD,52,B,PBBX,BRONX,18_30
7672,September,Sunday,Based on Radio Run,POM,LT,Y,(null),1,ASSAULT,20,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK HISPANIC,5.9,130.0,THN,BRO,BRO,52,B,PBBX,BRONX,0_17
7674,September,Sunday,Based on Radio Run,POM,SGT,Y,PSB,0,GRAND LARCENY,23,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,5.8,150.0,THN,BRO,BLK,61,B,PBBS,BROOKLYN,0_17
7675,September,Sunday,Based on Radio Run,POM,SGT,Y,PSB,0,GRAND LARCENY,23,Y,Y,Y,GRAND LARCENY,N,Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),MALE,WHITE,5.9,170.0,HEA,BRO,BRO,61,B,PBBS,BROOKLYN,0_17
7676,September,Sunday,Based on C/W on Scene,POM,LT,Y,(null),1,MAKING GRAFFITI,28,Y,N,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,WHITE,5.8,170.0,THN,HAZ,BRO,66,A,PBBS,BROOKLYN,over_30
7677,September,Sunday,Based on Radio Run,POF,LT,Y,PSB,0,CRIMINAL TRESPASS,30,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK HISPANIC,5.2,120.0,MED,BRO,BLK,66,C,PBBS,BROOKLYN,over_30
7678,September,Sunday,Based on Radio Run,POF,LT,Y,PSB,0,CRIMINAL TRESPASS,30,Y,N,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK HISPANIC,5.2,120.0,MED,BRO,BLK,66,C,PBBS,BROOKLYN,over_30
7679,September,Sunday,Based on Radio Run,POF,LT,Y,PSB,0,CRIMINAL TRESPASS,30,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK HISPANIC,5.3,120.0,MED,BRO,BLK,66,C,PBBS,BROOKLYN,over_30
7680,September,Sunday,Based on Radio Run,POM,LT,Y,PSB,1,ROBBERY,10,Y,N,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FEMALE,WHITE,5.5,160.0,THN,BLU,BLN,72,D,PBBS,BROOKLYN,18_30
7681,September,Sunday,Based on Radio Run,POM,SGT,Y,PSB,1,CPW,1,Y,N,Y,OTHER,N,Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),Y,(null),(null),(null),MALE,BLACK,5.11,250.0,HEA,BRO,BLK,75,D,PBBN,BROOKLYN,18_30
7682,September,Sunday,Based on C/W on Scene,POM,SGT,Y,(null),1,ASSAULT,15,Y,N,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,6.0,215.0,U,BRO,BLK,75,D,PBBN,BROOKLYN,18_30
7683,September,Sunday,Based on Radio Run,POM,SGT,Y,PSB,1,CPW,10,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),FEMALE,BLACK,5.6,130.0,MED,BRO,BLK,77,A,PBBN,BROOKLYN,18_30
7684,September,Sunday,Based on Radio Run,POM,SGT,Y,PSB,1,CPW,10,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),FEMALE,BLACK,5.5,190.0,HEA,GRN,BLN,77,A,PBBN,BROOKLYN,18_30
7685,September,Sunday,Based on Self Initiated,POM,SSA,Y,PSB,2,BURGLARY,5,Y,Y,N,(null),N,N,(null),(null),V,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.6,135.0,THN,BRO,BLK,81,C,PBBN,BROOKLYN,unknown
7686,September,Sunday,Based on Self Initiated,POM,SSA,Y,(null),2,BURGLARY,5,Y,Y,N,(null),N,N,(null),(null),V,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.8,140.0,THN,BRO,BLK,81,C,PBBN,BROOKLYN,18_30
7687,September,Sunday,Based on Self Initiated,POM,SSA,Y,(null),2,BURGLARY,5,Y,Y,N,(null),N,N,(null),S,V,N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),Y,MALE,BLACK,5.7,130.0,THN,BRO,BLK,81,C,PBBN,BROOKLYN,0_17
7688,September,Sunday,Based on Self Initiated,POM,SSA,Y,(null),2,BURGLARY,5,Y,Y,N,(null),N,N,(null),S,V,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.6,130.0,THN,BRO,BLK,81,C,PBBN,BROOKLYN,0_17
7689,September,Sunday,Based on C/W on Scene,POM,SGT,Y,Transit,1,ASSAULT,19,Y,N,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,5.7,150.0,MED,BRO,BLK,102,C,PBQS,QUEENS,over_30
7690,September,Sunday,Based on Self Initiated,DT3,SGT,Y,(null),1,ASSAULT,5,Y,N,N,(null),N,N,(null),S,V,Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,ASIAN / PACIFIC ISLANDER,5.8,120.0,THN,BRO,BLK,106,C,PBQS,QUEENS,18_30
7691,September,Monday,Based on Radio Run,POF,LT,Y,Housing,0,CPW,3,Y,N,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.8,140.0,THN,BRO,BLK,9,A,PBMS,MANHATTAN,18_30
7692,September,Monday,Based on Self Initiated,POM,LT,Y,Transit,3,CPSP,2,Y,N,N,(null),N,N,(null),S,V,N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),MALE,WHITE HISPANIC,5.9,135.0,THN,BRO,BLK,13,E,PBMS,MANHATTAN,over_30
7693,September,Monday,Based on Self Initiated,POM,SGT,Y,PSB,1,BURGLARY,15,Y,N,Y,ASSAULT,N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),MALE,WHITE,6.0,140.0,THN,BLU,BRO,19,H,PBMN,MANHATTAN,18_30
7694,September,Monday,Based on Radio Run,POM,SGT,Y,PSB,5,BURGLARY,60,N,N,Y,BURGLARY,N,Y,(null),(null),(null),Y,Y,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),MALE,BLACK,5.8,175.0,THN,BRO,BLK,32,C,PBMN,MANHATTAN,over_30
7695,September,Monday,Based on Radio Run,POF,SGT,Y,(null),2,CPW,15,Y,N,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.5,170.0,U,BLK,BLK,32,B,PBMN,MANHATTAN,unknown
7696,September,Monday,Based on C/W on Scene,POM,SGT,Y,(null),0,ASSAULT,20,Y,N,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),FEMALE,WHITE HISPANIC,5.4,110.0,THN,BRO,BLK,34,C,PBMN,MANHATTAN,18_30
7697,September,Monday,Based on Radio Run,POM,SGT,Y,PSB,1,CPW,1,Y,N,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),MALE,WHITE HISPANIC,6.0,175.0,MED,HAZ,BLK,34,D,PBMN,MANHATTAN,over_30
7698,September,Monday,Based on Radio Run,POM,SGT,Y,PSB,1,ASSAULT,4,Y,N,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,6.2,200.0,U,BRO,BRO,40,B,PBBX,BRONX,unknown
7699,September,Monday,Based on Self Initiated,POM,SGT,Y,(null),1,CPSP,10,Y,N,Y,CPSP,N,Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),MALE,BLACK,5.1,220.0,HEA,BLK,BLK,42,B,PBBX,BRONX,18_30
7701,September,Monday,Based on Radio Run,POM,SGT,Y,(null),2,ASSAULT,10,Y,Y,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,6.0,200.0,U,BLK,BLK,48,C,PBBX,BRONX,18_30
7702,September,Monday,Based on Self Initiated,POM,SGT,Y,PSB,1,CPW,30,Y,Y,N,(null),Y,Y,(null),(null),(null),Y,Y,Y,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),MALE,BLACK,6.0,180.0,THN,BRO,BLK,67,C,PBBS,BROOKLYN,18_30
7703,September,Monday,Based on Self Initiated,POM,SGT,N,PSB,1,CPW,30,Y,Y,N,(null),Y,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,6.2,200.0,MED,BLK,BLK,67,C,PBBS,BROOKLYN,18_30
7704,September,Monday,Based on Self Initiated,POM,SGT,Y,(null),1,CRIMINAL POSSESSION OF MARIHUANA,5,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.1,165.0,THN,BRO,BLK,67,A,PBBS,BROOKLYN,unknown
7705,September,Monday,Based on Self Initiated,POM,SGT,Y,(null),1,CRIMINAL POSSESSION OF MARIHUANA,5,Y,Y,N,(null),N,Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.9,160.0,THN,BRO,BLK,67,A,PBBS,BROOKLYN,unknown
7706,September,Monday,Based on Self Initiated,POM,SGT,Y,PSB,1,CPW,30,Y,Y,N,(null),Y,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.1,160.0,THN,BRO,BLK,67,C,PBBS,BROOKLYN,18_30
7707,September,Monday,Based on Self Initiated,POM,SGT,Y,PSB,1,CPW,30,Y,Y,N,(null),Y,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,6.0,190.0,MED,BRO,BLK,67,C,PBBS,BROOKLYN,18_30
7708,September,Monday,Based on Self Initiated,POM,SGT,Y,PSB,1,CPW,30,Y,Y,N,(null),Y,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.8,150.0,THN,BRO,BLK,67,C,PBBS,BROOKLYN,18_30
7709,September,Monday,Based on Self Initiated,DTS,LSA,Y,PSB,1,CPW,1,Y,N,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,6.0,170.0,THN,BRO,BRO,71,D,PBBS,BROOKLYN,18_30
7710,September,Monday,Based on Radio Run,POM,SGT,Y,PSB,1,CPW,1,Y,N,Y,CPW,N,Y,(null),(null),(null),Y,Y,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),MALE,BLACK,5.9,180.0,MED,BRO,BLK,77,C,PBBN,BROOKLYN,18_30
7711,September,Monday,Based on Self Initiated,DT3,SGT,Y,PSB,1,CPW,1,Y,N,Y,CPW,N,Y,(null),(null),(null),N,Y,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),MALE,BLACK,6.0,190.0,MED,BRO,BLK,77,C,PBBN,BROOKLYN,18_30
7712,September,Monday,Based on Radio Run,POM,LT,Y,(null),1,ASSAULT,15,Y,N,Y,ASSAULT,N,Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),FEMALE,BLACK,5.4,160.0,MED,BLK,XXX,79,D,PBBN,BROOKLYN,unknown
7713,September,Monday,Based on C/W on Scene,POM,SGT,Y,PSB,5,PETIT LARCENY,10,Y,N,N,(null),N,Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),FEMALE,BLACK,5.7,225.0,HEA,BRO,BLK,81,C,PBBN,BROOKLYN,18_30
7714,September,Monday,Based on Radio Run,POM,SGT,N,(null),1,ROBBERY,20,Y,N,Y,ROBBERY,N,Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),MALE,BLACK,5.8,150.0,THN,BRO,BRO,83,B,PBBN,BROOKLYN,0_17
7715,September,Monday,Based on C/W on Scene,POM,SGT,Y,PSB,5,ASSAULT,35,Y,Y,N,(null),N,Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),MALE,BLACK,5.9,240.0,HEA,BRO,BLK,83,A,PBBN,BROOKLYN,over_30
7716,September,Monday,Based on Radio Run,POF,SGT,Y,PSB,1,BURGLARY,20,Y,N,N,(null),N,Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.5,120.0,MED,BRO,BLD,84,C,PBBN,BROOKLYN,over_30
